   1.4960000e+01   4.1760000e+01   1.0240700e+03   7.3170000e+01   4.6326000e+02
   2.5180000e+01   6.2960000e+01   1.0200400e+03   5.9080000e+01   4.4437000e+02
   5.1100000e+00   3.9400000e+01   1.0121600e+03   9.2140000e+01   4.8856000e+02
   2.0860000e+01   5.7320000e+01   1.0102400e+03   7.6640000e+01   4.4648000e+02
   1.0820000e+01   3.7500000e+01   1.0092300e+03   9.6620000e+01   4.7390000e+02
   2.6270000e+01   5.9440000e+01   1.0122300e+03   5.8770000e+01   4.4367000e+02
   1.5890000e+01   4.3960000e+01   1.0140200e+03   7.5240000e+01   4.6735000e+02
   9.4800000e+00   4.4710000e+01   1.0191200e+03   6.6430000e+01   4.7842000e+02
   1.4640000e+01   4.5000000e+01   1.0217800e+03   4.1250000e+01   4.7598000e+02
   1.1740000e+01   4.3560000e+01   1.0151400e+03   7.0720000e+01   4.7750000e+02
   1.7990000e+01   4.3720000e+01   1.0086400e+03   7.5040000e+01   4.5302000e+02
   2.0140000e+01   4.6930000e+01   1.0146600e+03   6.4220000e+01   4.5399000e+02
   2.4340000e+01   7.3500000e+01   1.0113100e+03   8.4150000e+01   4.4029000e+02
   2.5710000e+01   5.8590000e+01   1.0127700e+03   6.1830000e+01   4.5128000e+02
   2.6190000e+01   6.9340000e+01   1.0094800e+03   8.7590000e+01   4.3399000e+02
   2.1420000e+01   4.3790000e+01   1.0157600e+03   4.3080000e+01   4.6219000e+02
   1.8210000e+01   4.5000000e+01   1.0228600e+03   4.8840000e+01   4.6754000e+02
   1.1040000e+01   4.1740000e+01   1.0226000e+03   7.7510000e+01   4.7720000e+02
   1.4450000e+01   5.2750000e+01   1.0239700e+03   6.3590000e+01   4.5985000e+02
   1.3970000e+01   3.8470000e+01   1.0151500e+03   5.5280000e+01   4.6430000e+02
   1.7760000e+01   4.2420000e+01   1.0090900e+03   6.6260000e+01   4.6827000e+02
   5.4100000e+00   4.0070000e+01   1.0191600e+03   6.4770000e+01   4.9524000e+02
   7.7600000e+00   4.2280000e+01   1.0085200e+03   8.3310000e+01   4.8380000e+02
   2.7230000e+01   6.3900000e+01   1.0143000e+03   4.7190000e+01   4.4361000e+02
   2.7360000e+01   4.8600000e+01   1.0031800e+03   5.4930000e+01   4.3606000e+02
   2.7470000e+01   7.0720000e+01   1.0099700e+03   7.4620000e+01   4.4325000e+02
   1.4600000e+01   3.9310000e+01   1.0111100e+03   7.2520000e+01   4.6416000e+02
   7.9100000e+00   3.9960000e+01   1.0235700e+03   8.8440000e+01   4.7552000e+02
   5.8100000e+00   3.5790000e+01   1.0121400e+03   9.2280000e+01   4.8441000e+02
   3.0530000e+01   6.5180000e+01   1.0126900e+03   4.1850000e+01   4.3789000e+02
   2.3870000e+01   6.3940000e+01   1.0190200e+03   4.4280000e+01   4.4511000e+02
   2.6090000e+01   5.8410000e+01   1.0136400e+03   6.4580000e+01   4.3886000e+02
   2.9270000e+01   6.6850000e+01   1.0111100e+03   6.3250000e+01   4.4098000e+02
   2.7380000e+01   7.4160000e+01   1.0100800e+03   7.8610000e+01   4.3665000e+02
   2.4810000e+01   6.3940000e+01   1.0187600e+03   4.4510000e+01   4.4426000e+02
   1.2750000e+01   4.4030000e+01   1.0072900e+03   8.9460000e+01   4.6586000e+02
   2.4660000e+01   6.3730000e+01   1.0114000e+03   7.4520000e+01   4.4437000e+02
   1.6380000e+01   4.7450000e+01   1.0100800e+03   8.8860000e+01   4.5069000e+02
   1.3910000e+01   3.9350000e+01   1.0146900e+03   7.5510000e+01   4.6902000e+02
   2.3180000e+01   5.1300000e+01   1.0120400e+03   7.8640000e+01   4.4886000e+02
   2.2470000e+01   4.7450000e+01   1.0076200e+03   7.6650000e+01   4.4714000e+02
   1.3390000e+01   4.4850000e+01   1.0172400e+03   8.0440000e+01   4.6918000e+02
   9.2800000e+00   4.1540000e+01   1.0183300e+03   7.9890000e+01   4.8280000e+02
   1.1820000e+01   4.2860000e+01   1.0141200e+03   8.8280000e+01   4.7670000e+02
   1.0270000e+01   4.0640000e+01   1.0206300e+03   8.4600000e+01   4.7499000e+02
   2.2920000e+01   6.3940000e+01   1.0192800e+03   4.2690000e+01   4.4422000e+02
   1.6000000e+01   3.7870000e+01   1.0202400e+03   7.8410000e+01   4.6133000e+02
   2.1220000e+01   4.3430000e+01   1.0109600e+03   6.1070000e+01   4.4806000e+02
   1.3460000e+01   4.4710000e+01   1.0145100e+03   5.0000000e+01   4.7460000e+02
   9.3900000e+00   4.0110000e+01   1.0291400e+03   7.7290000e+01   4.7305000e+02
   3.1070000e+01   7.3500000e+01   1.0105800e+03   4.3660000e+01   4.3206000e+02
   1.2820000e+01   3.8620000e+01   1.0187100e+03   8.3800000e+01   4.6741000e+02
   3.2570000e+01   7.8920000e+01   1.0116000e+03   6.6470000e+01   4.3012000e+02
   8.1100000e+00   4.2180000e+01   1.0148200e+03   9.3090000e+01   4.7362000e+02
   1.3920000e+01   3.9390000e+01   1.0129400e+03   8.0520000e+01   4.7181000e+02
   2.3040000e+01   5.9430000e+01   1.0102300e+03   6.8990000e+01   4.4299000e+02
